"pathway","NES","pval","padj","ES","size"
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",-1.7504585884852,0.00197283982623696,0.00896430728062055,-0.609748270023258,33
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS",-1.75013837794564,6.5001136597399e-05,0.000601260513525941,-0.522366866907802,92
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",-1.74994633181199,0.00312866670793333,0.0126841656861221,-0.648570672540781,24
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",-1.74977079189609,1.20378833049435e-08,4.10238391576365e-07,-0.475934220146208,297
"REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA",-1.7492456071788,0.000303577022274549,0.00195588181017682,-0.540836219920649,69
"REACTOME_SIGNALING_BY_FGFR",-1.7487862286576,0.000220817439181241,0.0015541227377158,-0.527934964041763,84
"REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS",-1.74678021665086,0.00191843752999506,0.00880984610405531,-0.593352221655216,38
"REACTOME_BASE_EXCISION_REPAIR",-1.74469462781254,0.000208920020760596,0.00151633394652537,-0.523978651050145,87
"REACTOME_PEROXISOMAL_PROTEIN_IMPORT",-1.74422667856937,0.000417883604698328,0.00255263805700158,-0.551505902211795,59
"REACTOME_FORMATION_OF_PARAXIAL_MESODERM",-1.74250624856326,0.000403428759581775,0.00247602011212511,-0.543419653218645,65
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3",-1.74187159939182,0.00303867403314917,0.012413510640152,-0.702600163723865,16
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2",-1.74065028268279,0.00240861433833947,0.0105497950325537,-0.736852858317767,13
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",-1.74050497011154,1.41344927005983e-08,4.69337642237817e-07,-0.473026268665744,303
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION",-1.7389549134412,0.000205725852870843,0.00150516937552397,-0.534583312073825,72
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",-1.73311115653182,5.70835540660994e-06,7.82049782696598e-05,-0.489861987320811,159
"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE",-1.73132205892761,0.00245372703758091,0.0106630084351251,-0.588101342271334,38
"REACTOME_MAPK6_MAPK4_SIGNALING",-1.73084427459113,0.000255634510637342,0.00172505928100805,-0.519819018022202,87
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING",-1.73068476486288,0.00359116022099448,0.0140076882114092,-0.698087849627734,16
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX",-1.72973745946377,0.000784414402717329,0.00421500685277569,-0.536907177326362,67
"REACTOME_SIGNALING_BY_FGFR2",-1.72794945242152,0.000480770357926719,0.00288239635886621,-0.534851850269131,68
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER",-1.72665863224086,0.000311422298066298,0.001976920960764,-0.527690721918618,76
"REACTOME_STABILIZATION_OF_P53",-1.72500189695357,0.000647944813798923,0.00373255020226167,-0.551119619541303,55
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",-1.72493461184912,2.19922616357796e-09,9.18708994139827e-08,-0.464984962272898,367
"REACTOME_HEDGEHOG_ON_STATE",-1.72445155553957,0.000354528534609264,0.00218625929675713,-0.520588654603247,84
"REACTOME_METABOLISM_OF_CARBOHYDRATES",-1.7220776536523,9.6502937312149e-08,2.45041772194574e-06,-0.470472056506799,269
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS",-1.72169187925617,9.4949465781752e-05,0.000814896461437028,-0.506918270733755,103
"REACTOME_GPER1_SIGNALING",-1.72120618564045,0.0012870183979563,0.00626574746373462,-0.57949224845179,40
"REACTOME_HDACS_DEACETYLATE_HISTONES",-1.72078248567776,0.00011276602506345,0.000947591780633617,-0.514245024347148,91
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",-1.71964493628139,0.000758702111068628,0.00412823207493224,-0.549408128016129,55
"REACTOME_RAB_GERANYLGERANYLATION",-1.71841492763475,0.000648512583404537,0.00373255020226167,-0.53836868169035,63
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX",-1.71831148552805,0.000320797232465571,0.00201666221380056,-0.516055084894603,87
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",-1.718202380623,5.4871257644627e-08,1.480380805204e-06,-0.467612989429928,294
"REACTOME_TP53_REGULATES_METABOLIC_GENES",-1.7176297835264,0.000255761684906214,0.00172505928100805,-0.520403471346378,82
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",-1.71739134066462,0.000868666152764566,0.00459152109318413,-0.540253200981965,61
"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER",-1.7169813093054,0.00105468725709665,0.00544151393601657,-0.545593393406478,57
"REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER",-1.71691963128695,0.00376464026770775,0.0144664959842182,-0.703336979453329,15
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",-1.71613762781357,0.000534613214192898,0.00314692778354456,-0.530599810387525,69
"REACTOME_REGULATION_OF_BACH1_ACTIVITY",-1.71612129516882,0.00316137376059779,0.0126925552261164,-0.755847340117493,11
"REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING",-1.71496213463808,0.00293059810843213,0.0121249985636409,-0.631706875440363,25
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH",-1.71482192030086,0.003690036900369,0.0143071789999337,-0.667451270504826,19
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",-1.71400729349913,0.000631296596839311,0.00366604974397717,-0.541950854446378,59
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE",-1.71371159959828,0.00281034433506021,0.0117779803038931,-0.590860707658732,35
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",-1.71285994263933,0.000723650520451258,0.00402913171184251,-0.525793968501901,73
"REACTOME_HCMV_EARLY_EVENTS",-1.71268605745802,3.43665646615897e-05,0.000342343855667374,-0.491576184251942,133
"REACTOME_PROTEIN_FOLDING",-1.71139031582178,0.000161135981638072,0.00124208985846013,-0.508546527552308,95
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",-1.70864052358363,0.000545219343848041,0.00319483733159825,-0.541904235761868,58
"REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE",-1.70721049572287,6.22640746174082e-05,0.00058428968572133,-0.494321882182748,120
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",-1.70698283875453,0.000134437685220623,0.00107467161951053,-0.501900183114746,105
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",-1.70664200551985,0.00385335357884071,0.0146767437782315,-0.610142952077367,29
"REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY",-1.70573662751773,0.003690036900369,0.0143071789999337,-0.663915048965306,19
"REACTOME_METABOLISM_OF_COFACTORS",-1.70521744148951,0.00293059810843213,0.0121249985636409,-0.628117414462376,25
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY",-1.70517065572196,0.00012387051731145,0.00100582523612763,-0.499913187025472,107
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",-1.70512415493737,0.00437277944793659,0.0163663277025373,-0.671150724271464,18
"REACTOME_ATTENUATION_PHASE",-1.70441610358013,0.0031970161182896,0.01277819713946,-0.627822241375646,25
"REACTOME_PROTEIN_UBIQUITINATION",-1.70335478586371,0.000265319380082599,0.00176179326875244,-0.518979417992586,78
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",-1.70154645597217,3.98383018761801e-05,0.000387899255110175,-0.485039048623672,143
"REACTOME_ABC_TRANSPORTER_DISORDERS",-1.70149890747185,0.000247502354066509,0.0016958494630483,-0.521083753109031,74
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",-1.7013730714436,0.00223743090286918,0.00992285280553282,-0.612588096549756,28
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF",-1.70103496145984,0.00467546754675468,0.017348797917041,-0.67831609960315,17
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES",-1.70023079210007,0.00109642214243885,0.00556810460571888,-0.533692561244206,62
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",-1.70007079524941,0.00196739247732783,0.00896430728062055,-0.599694114412379,31
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE",-1.69941704347115,0.0026525198938992,0.0112623385658999,-0.57726373853471,38
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",-1.69583219281855,0.00263227165043432,0.0112330223256812,-0.610593074795208,28
"REACTOME_TCR_SIGNALING",-1.69524973939472,0.000164700463602768,0.00126205384831707,-0.497004623661023,107
"REACTOME_HIV_TRANSCRIPTION_INITIATION",-1.69337577722892,0.00136664088503272,0.00660373114222901,-0.553298000301714,47
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",-1.69214665202762,0.000311240519932942,0.001976920960764,-0.518219626458397,74
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",-1.69210135990105,1.89871510582628e-07,4.63931332461328e-06,-0.460703576745341,292
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",-1.69161708145889,0.000721375171182797,0.00402913171184251,-0.536505162482664,58
"REACTOME_ASSEMBLY_OF_THE_HIV_VIRION",-1.69115573475966,0.00538674033149171,0.0193116251025735,-0.682143446474216,16
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",-1.69038067288368,0.000220533227447903,0.0015541227377158,-0.501163385442045,97
"REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT",-1.68946961689142,0.000743684539354931,0.00408081134942643,-0.52571714468558,66
"REACTOME_PTEN_REGULATION",-1.68896731398245,0.000125048542869921,0.00100582523612763,-0.483944555947229,136
"REACTOME_PLATELET_SENSITIZATION_BY_LDL",-1.6873282740487,0.00552486187845304,0.0196019072125937,-0.680599604480862,16
"REACTOME_SIGNALING_BY_FGFR4",-1.68713547969046,0.00303145130731338,0.012413510640152,-0.573091895342759,38
"REACTOME_LEISHMANIA_INFECTION",-1.68437837307312,8.51855210481366e-05,0.000745373309171195,-0.480690750202983,142
"REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",-1.68239481290292,0.00329033956304291,0.0131107376435094,-0.605754877269166,28
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",-1.68127836538754,0.000199081187050578,0.00146483032517328,-0.487906844386276,118
"REACTOME_SIGNALING_BY_NOTCH3",-1.68091755684846,0.00246366100024637,0.0106703712218028,-0.551184355850745,46
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",-1.68035858885301,0.000149907475571964,0.00117654655070117,-0.485058938856524,124
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",-1.67928547423539,0.000892014717516229,0.00467675732462962,-0.506953624135553,84
"REACTOME_DUAL_INCISION_IN_TC_NER",-1.67687920837247,0.00147867728076411,0.00696322574032554,-0.525355799840521,63
"REACTOME_KERATINIZATION",-1.67334795996416,0.000762073054741606,0.00412922429242837,-0.510376061279768,77
"REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION",-1.67279639400985,0.00539830755763058,0.0193116251025735,-0.755101095115002,10
"REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS",-1.6726558285038,0.00452910616757693,0.0168540013994601,-0.616123333436882,25
"REACTOME_INTERLEUKIN_17_SIGNALING",-1.67092512810768,0.00126944004221076,0.00620349001759596,-0.517201122508048,68
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",-1.67036322172462,0.000252337930491538,0.00171988221045548,-0.484739270586344,118
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY",-1.66885822144183,0.00549229738780978,0.0195399041681694,-0.623828994398148,23
"REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT",-1.6674022870618,0.00298701298701299,0.0123190503763752,-0.591560917309414,30
"REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY",-1.66592610253069,0.00333675564681725,0.013214368693053,-0.580302536539135,33
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",-1.66319460768364,0.000324971876317694,0.00203303661754306,-0.496016253224114,93
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",-1.66301371034808,0.000710907144633759,0.00402913171184251,-0.491266252820131,100
"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS",-1.6627137523782,0.000889046249608843,0.00467675732462962,-0.493309347245294,96
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",-1.66168575296418,0.00139436710921813,0.00668779780162029,-0.532269256639127,54
"REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC",-1.6612922267427,0.00621705635896743,0.0214124680448479,-0.633117378785375,21
"REACTOME_SIGNALING_BY_NTRK3_TRKC",-1.66066752471323,0.00759668508287293,0.024968799955128,-0.669845742454155,16
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS",-1.66055023360367,0.00284974093264249,0.0118662845909068,-0.585753372483603,31
"REACTOME_ELASTIC_FIBRE_FORMATION",-1.66048980888077,0.00338855421686747,0.0133785905818396,-0.556568872545792,41
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",-1.65944279654309,0.000298186589167384,0.00193075816485881,-0.48157016409014,118
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",-1.65904204088518,0.0020767240441267,0.00933804735119473,-0.514963455502414,67
"REACTOME_METABOLISM_OF_STEROIDS",-1.65799166547374,9.50188151945878e-05,0.000814896461437028,-0.4733051304219,141
"REACTOME_SIGNALING_BY_FGFR2_IIIA_TM",-1.6566382395203,0.00656006560065601,0.0222973358342507,-0.644804737241,19
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",-1.65586028024033,0.00244379276637341,0.0106555947220659,-0.536654013119268,50
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",-1.65569897842015,0.00343221377788674,0.0135097776363627,-0.539231644756179,48
"REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS",-1.65509194700956,0.00618945102260495,0.0213742375313958,-0.624088369377862,22
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND",-1.65456645259778,0.00714911000875401,0.0237291083377201,-0.746872090812131,10
"REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION",-1.65382020561615,0.00241138172172655,0.0105497950325537,-0.525523121990969,57
"REACTOME_CELL_CYCLE_CHECKPOINTS",-1.65085056769803,7.1051234530211e-07,1.3144478388089e-05,-0.449684445317953,287
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS",-1.64991316155918,0.007219724833129,0.0238508766808726,-0.635532547439932,20
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",-1.64981410790022,0.00683340166735001,0.0228662924010808,-0.642148615770897,19
"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER",-1.64927078680808,0.000753956895254871,0.00411972227575974,-0.488153011448389,98
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",-1.64893030882849,0.00380368098159509,0.0145732747667623,-0.538775772501412,47
"REACTOME_DEUBIQUITINATION",-1.64880604523411,1.35360888601563e-06,2.33723134318698e-05,-0.45022401898241,272
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS",-1.64821948451343,2.1892530268023e-09,9.18708994139827e-08,-0.441696969523598,442
"REACTOME_METALLOPROTEASE_DUBS",-1.64608064628258,0.00474055092889174,0.0174403791275989,-0.570665253721483,34
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING",-1.64473918575895,0.00802451123431573,0.0259145686993488,-0.742436057844486,10
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER",-1.64394968210975,0.00429455601869395,0.0162548147022365,-0.558422397317645,38
"REACTOME_RAB_REGULATION_OF_TRAFFICKING",-1.64239238349391,0.000266649792027397,0.00176179326875244,-0.475231445163819,121
"REACTOME_RHO_GTPASE_EFFECTORS",-1.64231105587017,4.81629881751759e-07,9.45016207376557e-06,-0.445641363634288,312
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",-1.64140136905697,0.00433812592959841,0.0162836900835651,-0.542482657394743,44
"REACTOME_AUTOPHAGY",-1.64123840008888,0.00021795638546614,0.00155084351197061,-0.465733762775725,151
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",-1.64084502484627,0.00480519480519481,0.0175783256291731,-0.582138932873292,30
"REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX",-1.64051919502771,0.00991782374610371,0.0305073200741195,-0.694465321384505,13
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM",-1.64046093963675,0.00353831137140068,0.0138432423745132,-0.529756979455567,51
"REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",-1.64033591491193,0.00263694114826801,0.0112330223256812,-0.518656749033285,59
"REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS",-1.63982403101334,0.00470996529499256,0.0173988982936988,-0.54196134764708,44
"REACTOME_MRNA_CAPPING",-1.63912855933004,0.00432276657060519,0.0162732055492259,-0.586006165785964,29
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",-1.63882867826664,0.00174723815206557,0.00808097645330327,-0.50669723211755,69
"REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE",-1.63678705556712,0.00871815828906144,0.0275694792580752,-0.63047648280971,20
"REACTOME_IRS_MEDIATED_SIGNALLING",-1.63653791779908,0.00499562882477832,0.018172301483393,-0.545665819538751,42
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS",-1.63561521856734,0.000123995531299385,0.00100582523612763,-0.462304866274656,159
"REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING",-1.63417339715934,0.00860890953812517,0.0274594528371234,-0.643223929420515,18
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION",-1.633267986926,0.0107734806629834,0.0326736708631465,-0.658793883211495,16
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",-1.63294576170149,0.000480562657987573,0.00288239635886621,-0.479425929846428,106
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",-1.632914593493,0.00480519480519481,0.0175783256291731,-0.579325374752135,30
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",-1.63193248543917,0.00493506493506494,0.0180025608194622,-0.578976942495729,30
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",-1.6304895547972,0.0095654550423613,0.0297056697358702,-0.641773939129607,18
"REACTOME_LDL_CLEARANCE",-1.62979692743768,0.0103135313531353,0.0314259367113182,-0.649908743801456,17
"REACTOME_REGULATED_NECROSIS",-1.62964982862989,0.0037308942110964,0.0144224119503577,-0.518735699649069,56
"REACTOME_CYTOPROTECTION_BY_HMOX1",-1.62961343992569,0.00352155434122647,0.013819432945116,-0.523506144461929,53
"REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS",-1.62851966132578,0.0109096061207141,0.032896428449726,-0.689385673396211,13
"REACTOME_RAS_PROCESSING",-1.62717033104197,0.00825565912117177,0.0265287309228721,-0.603067040832932,24
"REACTOME_GLUTATHIONE_CONJUGATION",-1.62659258173608,0.00531088082901554,0.0191874592544302,-0.573774927808733,31
"REACTOME_SIGNALING_BY_HIPPO",-1.6250546838624,0.0100803705217273,0.030787924117068,-0.625957272798699,20
"REACTOME_RET_SIGNALING",-1.62487860584267,0.00599948940515701,0.0209982129180495,-0.560232493689599,35
"REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS",-1.62428155904793,0.0085219707057257,0.0272492643553451,-0.60199639497315,24
"REACTOME_MAPK3_ERK1_ACTIVATION",-1.62407854683943,0.00977531368543916,0.030168260321696,-0.733109835520133,10
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",-1.62405926343231,1.43351259642213e-05,0.000167243136249248,-0.446508217307294,237
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",-1.62405708600521,0.00771481777068369,0.0252788622420524,-0.594217824967054,26
"REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA",-1.62322414707799,0.0116180221025786,0.0346666788544685,-0.687143973929887,13
"REACTOME_SIGNALING_BY_CSF3_G_CSF",-1.62318787391443,0.00641865339271679,0.0219898310676409,-0.580307198559,29
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING",-1.62198789551931,0.00668063924548074,0.0225297599554624,-0.579878193320609,29
"REACTOME_MATURATION_OF_SPIKE_PROTEIN",-1.62068547376193,0.00561510974987238,0.0198520825223822,-0.556503091342489,36
"REACTOME_PLASMA_LIPOPROTEIN_REMODELING",-1.61948405390639,0.008745963401507,0.0275694792580752,-0.610661639833384,22
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",-1.61946130628798,0.00102924488451957,0.00533148850181136,-0.47616643103819,105
"REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS",-1.61917780254698,0.0129834254143646,0.0375566640491148,-0.653110475861004,16
"REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7",-1.61874094567393,0.0124681212808161,0.0364474425703315,-0.68524614310088,13
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES",-1.61872977274738,0.0118261826182618,0.0351259323180024,-0.645495531037865,17
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",-1.61852700639342,0.010058916510993,0.030787924117068,-0.712862975440467,11
"REACTOME_HS_GAG_BIOSYNTHESIS",-1.61812046255265,0.00658067912608581,0.022308846775605,-0.582612567919791,28
"REACTOME_SIGNAL_AMPLIFICATION",-1.61747792757278,0.00545454545454545,0.0194590533433509,-0.573848755028855,30
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",-1.6167479613245,0.010850942318675,0.0328317063146827,-0.698268804871816,12
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2",-1.61657534760584,0.000434399379023741,0.00264106664711617,-0.468078523720879,120
"REACTOME_MITOCHONDRIAL_BIOGENESIS",-1.61588971501772,0.00228926995908518,0.0101181044266734,-0.479417157280154,96
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",-1.61431259323098,0.0122387238723872,0.0360013232918832,-0.643734106935073,17
"REACTOME_SIGNALING_BY_NOTCH1",-1.61394298617176,0.00269257785062046,0.0113819267918749,-0.496152591638307,72
"REACTOME_SIGNALLING_TO_RAS",-1.61380756985676,0.01117014030786,0.0335622545212962,-0.62162497993512,20
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",-1.61356741454228,0.0127083902705657,0.0368999224223825,-0.635113247205544,18
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN",-1.61346585534945,0.00449301760777171,0.0167678899194938,-0.518318803994078,53
"REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER",-1.61343404255289,0.00877893056664006,0.0275939686499973,-0.590331014688545,26
"REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION",-1.61325514995538,0.00123197544247495,0.00608934426719491,-0.482997370534478,90
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING",-1.61312116106676,0.00566426364572606,0.0199326669054762,-0.56493995000852,32
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",-1.61232738730448,0.00606290261462675,0.0211060722740367,-0.547680829089606,38
"REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS",-1.61169088052546,0.00313431121201473,0.0126841656861221,-0.486547728426353,84
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",-1.60961403366569,0.00605525419452504,0.0211060722740367,-0.544645386149342,39
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",-1.60844906283865,0.000113418321234139,0.000947591780633617,-0.449610132140688,183
"REACTOME_INTERFERON_SIGNALING",-1.60765595885954,2.14807387531225e-05,0.000233760980548686,-0.440580309686682,250
"REACTOME_RHOF_GTPASE_CYCLE",-1.60697806165239,0.00611964531035344,0.0212219100571205,-0.535809767348146,42
"REACTOME_ONCOGENIC_MAPK_SIGNALING",-1.60613978122555,0.00220009263547939,0.00979079025067288,-0.487307489344882,81
"REACTOME_HATS_ACETYLATE_HISTONES",-1.60607060232884,0.000318471617404376,0.00201180850994471,-0.45939506627576,138
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",-1.60602904233336,0.00112513662307044,0.00569160908936023,-0.479951679454509,91
"REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE",-1.60336298730996,0.0122599100939926,0.0360013232918832,-0.617601815378602,20
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS",-1.60292984225483,0.0129925756710451,0.0375566640491148,-0.692300798899849,12
